Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Fatafat Banake do.,UD-1,10043,Epic,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,High,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,01/Apr/26 10:44 AM,01/Apr/26 10:44 AM,,,Kardo 1,15/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7236c928,,,,,ghx-label-3,,To Do,,,,yellow,,,,,0|i0002f:,,,UD Sprint 1,01/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,01/Apr/26 10:44 AM
WRITE TEST CASE FOR DISPLAYING 'MY COURSES' LIST,UD-94,10232,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Create a test case to verify that the 'My Courses' section correctly displays all courses the user is enrolled in.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33fcc3d,,,,,,,,,,,,,,,,0|i000lz:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
WRITE TEST CASE FOR COURSE PROGRESS INDICATOR,UD-95,10233,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Develop a test case to check that the course progress bar or indicator is visible and accurately reflects the user's progress in each course.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@427cc1a8,,,,,,,,,,,,,,,,0|i000m7:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
WRITE TEST CASE FOR EMPTY 'MY COURSES' STATE,UD-98,10237,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Create a test case to verify the UI and messaging when the user has not enrolled in any courses and 'My Courses' is empty.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9393e68,,,,,,,,,,,,,,,,0|i000mf:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
WRITE TEST CASE FOR ENROLLED COURSES VISIBILITY,UD-96,10234,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Write a test case to ensure that only courses the user is enrolled in appear under the 'Enrolled Courses' section.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@18aee5e5,,,,,,,,,,,,,,,,0|i000mn:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
WRITE TEST CASE FOR NAVIGATION TO COURSE DETAILS FROM 'MY COURSES',UD-97,10235,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Write a test case to verify that clicking on a course in 'My Courses' navigates the user to the correct course details page.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25b80ab6,,,,,,,,,,,,,,,,0|i000mv:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
WRITE TEST CASE FOR COURSE PROGRESS UPDATE AFTER LESSON COMPLETION,UD-99,10239,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,,,,0,Write a test case to ensure that the course progress updates correctly after the user completes a lesson or module.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66b787e7,,,,,,,,,,,,,,,,0|i000n3:,,,UD Sprint 1,,,,,,,,,,,,10147,UD-52,WRITE FUNCTIONALITY TEST CASE TO SEE MY COURSES,To Do,02/Apr/26 10:23 AM
"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",UD-53,10148,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:00 AM,02/Apr/26 10:23 AM,02/Apr/26 10:23 AM,,Kardo 1,16/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f325614,,,,,,,,,,,,,,,,0|i000cv:,,,UD Sprint 1,16/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 10:00 AM
WRITE TEST CASE FOR VIDEO PLAYER PLAY/PAUSE FUNCTIONALITY,UD-100,10245,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,Create test cases to verify that the video player can successfully play and pause videos during lecture playback.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fdc4d95,,,,,,,,,,,,,,,,0|i000nb:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE TEST CASE FOR VIDEO PLAYER CAPTIONS AND SUBTITLES,UD-102,10246,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,"Write test cases to verify that captions and subtitles can be enabled, disabled, and displayed correctly during lecture playback.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6085ac9e,,,,,,,,,,,,,,,,0|i000nj:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE TEST CASE FOR VIDEO PLAYER PLAYBACK SPEED CONTROL,UD-104,10249,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,"Develop test cases to confirm that users can change the playback speed (e.g., 0.5x, 1x, 1.5x, 2x) and that the video plays at the selected speed.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f26130,,,,,,,,,,,,,,,,0|i000nr:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE TEST CASE FOR VIDEO PLAYER AUTO-PLAY NEXT LECTURE,UD-101,10244,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,"Create test cases to ensure that the next lecture video auto-plays after the current one finishes, if this feature is supported.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@37d9afce,,,,,,,,,,,,,,,,0|i000nz:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE TEST CASE FOR VIDEO PLAYER FULLSCREEN MODE,UD-103,10247,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,Design test cases to check that the video player can enter and exit fullscreen mode without issues during lecture playback.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a02848b,,,,,,,,,,,,,,,,0|i000o7:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE TEST CASE FOR VIDEO PLAYER QUALITY SELECTION,UD-105,10251,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:24 AM,02/Apr/26 10:24 AM,,,,,0,"Develop test cases to check that users can select different video quality options (e.g., 360p, 720p, 1080p) and that the video switches quality smoothly.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1aa9b454,,,,,,,,,,,,,,,,0|i000of:,,,UD Sprint 1,,,,,,,,,,,,10148,UD-53,"WRITE FUNCTIONALITY TEST CASE FOR VIDEO PLAYER, LECTURE PLAYBACK ETC",To Do,02/Apr/26 10:24 AM
WRITE FUNCTIONALITY TEST CASE FOR REVIEW AND RATINGS,UD-54,10149,Task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:01 AM,02/Apr/26 10:01 AM,02/Apr/26 10:24 AM,,Kardo 1,20/Apr/26 12:00 AM,0,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a70aae7,,,,,,,,,,,,,,,,0|i000d3:,,,UD Sprint 1,18/Apr/26 12:00 AM,,,,,,,,,,,,,,To Do,02/Apr/26 10:01 AM
WRITE TEST CASE FOR DELETING A REVIEW OR RATING,UD-106,10254,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:25 AM,02/Apr/26 10:25 AM,,,,,0,Develop test cases to ensure users can delete their own reviews or ratings and that the UI updates accordingly.,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@600b56db,,,,,,,,,,,,,,,,0|i000on:,,,UD Sprint 1,,,,,,,,,,,,10149,UD-54,WRITE FUNCTIONALITY TEST CASE FOR REVIEW AND RATINGS,To Do,02/Apr/26 10:25 AM
WRITE TEST CASE FOR SUBMITTING A REVIEW,UD-107,10256,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:25 AM,02/Apr/26 10:25 AM,,,,,0,"Create test cases to verify that users can successfully submit a review for a course, including input validation and submission flow.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32bda25f,,,,,,,,,,,,,,,,0|i000ov:,,,UD Sprint 1,,,,,,,,,,,,10149,UD-54,WRITE FUNCTIONALITY TEST CASE FOR REVIEW AND RATINGS,To Do,02/Apr/26 10:25 AM
WRITE TEST CASE FOR SUBMITTING A RATING,UD-108,10258,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:25 AM,02/Apr/26 10:25 AM,,,,,0,"Develop test cases to ensure users can submit a rating for a course, including selecting different rating values and handling edge cases.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@37950a23,,,,,,,,,,,,,,,,0|i000p3:,,,UD Sprint 1,,,,,,,,,,,,10149,UD-54,WRITE FUNCTIONALITY TEST CASE FOR REVIEW AND RATINGS,To Do,02/Apr/26 10:25 AM
WRITE TEST CASE FOR DISPLAYING REVIEWS AND RATINGS,UD-109,10259,Sub-task,To Do,UD,UDEMY,software,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,Medium,,,,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,02/Apr/26 10:25 AM,02/Apr/26 10:25 AM,,,,,0,"Write test cases to verify that submitted reviews and ratings are correctly displayed on the course page, including order and formatting.",,Aryan Srivastava,712020:b3f164d9-4552-40ef-a1b7-76ae147cc068,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@156df6b8,,,,,,,,,,,,,,,,0|i000pb:,,,UD Sprint 1,,,,,,,,,,,,10149,UD-54,WRITE FUNCTIONALITY TEST CASE FOR REVIEW AND RATINGS,To Do,02/Apr/26 10:25 AM
